时间,XX进口压力,XX出口压力,XX进口温度,XX出口温度,XX过滤器压差1号,XX过滤器压差2号,XX天然气泄漏浓度1号,XX天然气泄漏浓度2号,XX1号流量计温度,XX1号流量计压力,XX1号流量计工况瞬时流量,XX1号流量计标况瞬时流量,XX1号流量计工况累计流量,XX1号流量计标况累计流量,XX2号流量计温度,XX2号流量计压力,XX2号流量计工况瞬时流量,XX2号流量计标况瞬时流量,XX2号流量计工况累计流量,XX2号流量计标况累计流量
2023-04-1112:15:29,3.46,217.44,16.93,1.35,27.24,26.86,0,0,19.26,317.39,0,0,64671340,133277752,1.56,317.74,2420.1,8153.58,78048496,257715920
2023-04-1112:20:30,3.47,219.95,16.93,1.39,20.29,19.82,0,0,19.35,317.49,0,0,64671340,133277752,1.61,320.04,2086.9,7081.2,78048712,257716624
2023-04-1112:25:31,3.46,217.02,16.95,1.44,25.05,24.64,0,0.05,19.46,317.6,0,0,64671340,133277752,1.66,317.5,2232.5,7513.32,78048880,257717200
2023-04-1112:30:28,3.46,217.66,16.97,1.45,25.6,25.21,0,0,19.58,317.76,0,0,64671340,133277752,1.66,317.74,2313.2,7790.74,78049072,257717840
2023-04-1112:35:29,3.47,220.65,16.98,1.55,14.87,14.37,0,0.06,19.71,317.89,0,0,64671340,133277752,1.82,321.12,1659.9,5646.74,78049248,257718448
2023-04-1112:40:30,3.47,217.14,17,1.74,18.67,18.19,0,0,19.83,317.97,0,0,64671340,133277752,1.98,317.89,1817,6115.07,78049376,257718896
2023-04-1112:45:31,3.47,216.32,16.95,1.55,25.82,25.43,0,0.01,19.95,318.13,0,0,64671340,133277752,1.78,316.61,2331.9,7821.82,78049560,257719488
2023-04-1112:50:28,3.47,220.25,16.98,1.63,15.38,14.88,0,0.19,20.06,318.28,0,0,64671340,133277752,1.94,320.59,1604.4,5446.72,78049744,257720096
2023-04-1112:55:28,3.47,217.05,16.96,1.62,24.81,24.4,0,0.18,20.2,318.41,0,0,64671340,133277752,1.86,316.86,2276.6,7640.22,78049912,257720672
2023-04-1113:00:30,3.47,217.75,16.97,1.64,23.2,22.76,0,0.11,20.36,318.63,0,0,64671340,133277752,1.88,317.94,2141.2,7210.25,78050088,257721280
2023-04-1113:05:31,3.47,217.08,16.97,1.69,23.1,22.67,0,0.07,20.5,318.73,0,0,64671340,133277752,1.94,317.59,2125.4,7147.67,78050272,257721888
2023-04-1113:10:27,3.47,216.9,16.95,1.62,25.17,24.78,0,0,20.63,318.85,0,0,64671340,133277752,1.84,317.25,2285.7,7680.61,78050448,257722480
2023-04-1113:15:28,3.47,216.59,16.96,1.59,25.88,25.48,0,0,20.78,318.96,0,0,64671340,133277752,1.81,316.72,2341.4,7855.49,78050648,257723152
2023-04-1113:20:30,3.47,217.05,16.97,1.6,25.47,25.06,0,0.05,20.86,319.1,0,0,64671340,133277752,1.8,317.19,2304,7741.87,78050840,257723792
2023-04-1113:25:31,3.47,218.57,16.97,1.63,23.53,23.11,0,0.06,20.96,319.2,0,0,64671340,133277752,1.82,318.8,2190,7396.15,78051032,257724432
2023-04-1113:30:32,3.47,217.63,16.97,1.69,23.3,22.88,0,0.02,21.08,319.32,0,0,64671340,133277752,1.88,317.92,2149.2,7236.85,78051208,257725040
2023-04-1113:35:33,3.47,217.78,16.99,1.69,22.62,22.17,0,0,21.15,319.37,0,0,64671340,133277752,1.92,318.07,2079.3,7003.6,78051392,257725648
2023-04-1113:40:29,3.47,218.42,16.96,1.66,22.92,22.47,0,0.04,21.22,319.47,0,0,64671340,133277752,1.86,318.67,2133.3,7200.67,78051568,257726256
2023-04-1113:45:30,3.47,217.66,16.97,1.67,23.48,23.04,0,0.03,21.33,319.52,0,0,64671340,133277752,1.87,318.01,2165.4,7293.67,78051752,257726864
2023-04-1113:50:32,3.47,218.21,16.97,1.69,23.2,22.77,0,0,21.41,319.62,0,0,64671340,133277752,1.93,318.31,2149.2,7244.18,78051928,257727472
2023-04-1113:55:28,3.47,217.69,16.98,1.69,23.55,23.13,0.01,0.14,21.48,319.72,0,0,64671340,133277752,1.93,317.94,2190,7373.22,78052096,257728048
2023-04-1114:00:29,3.47,218.88,16.96,1.74,21.7,21.24,0,0,21.52,319.79,0,0,64671340,133277752,2,319.02,2057.1,6947.5,78052280,257728656
2023-04-1114:05:31,3.47,217.17,16.96,1.8,22.9,22.45,0,0,21.58,319.87,0,0,64671340,133277752,2.06,317.47,2042.5,6862.98,78052448,257729216
2023-04-1114:10:31,3.47,217.32,16.97,1.78,23.15,22.7,0,0,21.65,319.89,0,0,64671340,133277752,2,317.57,2141.2,7198.67,78052632,257729824
2023-04-1114:15:27,3.47,217.32,16.96,1.75,23.65,23.23,0,0,21.69,319.92,0,0,64671340,133277752,1.99,317.5,2190,7361.29,78052800,257730400
2023-04-1114:20:29,3.47,216.68,16.96,1.72,24.94,24.52,0,0.08,21.74,319.92,0,0,64671340,133277752,1.95,316.73,2276.6,7634.62,78052992,257731040
2023-04-1114:25:30,3.47,216.68,16.94,1.67,24.96,24.54,0,0.05,21.77,319.97,0,0,64671340,133277752,1.9,316.94,2267.7,7610.99,78053192,257731712
2023-04-1114:30:31,3.47,218.7,16.93,1.67,24.41,23.99,0,0.04,21.77,320.01,0,0,64671340,133277752,1.87,318.71,2313.2,7807.95,78053376,257732352
2023-04-1114:35:28,3.47,217.17,16.96,1.8,23.1,22.65,0,0.04,21.79,320.04,0,0,64671340,133277752,2,317.48,2102.1,7065.26,78053552,257732928
2023-04-1114:40:29,3.46,217.78,16.93,1.71,26.42,26.02,0.01,0.09,21.79,320.06,0,0,64671340,133277752,1.89,317.87,2399.9,8078.59,78053744,257733552
2023-04-1114:45:30,3.47,216.93,16.95,1.69,26.35,25.96,0,0,21.8,320.07,0,0,64671340,133277752,1.89,317.19,2351,7897.47,78053936,257734240
2023-04-1114:50:31,3.47,218.36,16.95,1.67,25.09,24.67,0.01,0.2,21.81,320.06,0,0,64671340,133277752,1.86,318.54,2285.7,7711.67,78054144,257734912
2023-04-1114:55:27,3.47,217.51,16.95,1.68,25.15,24.74,0,0.06,21.8,320.07,0,0,64671340,133277752,1.88,317.65,2285.7,7689.46,78054320,257735504
2023-04-1115:00:28,3.47,218.6,16.95,1.71,22.03,21.58,0.01,0.04,21.81,320.06,0,0,64671340,133277752,1.92,318.78,2086.9,7044.66,78054496,257736112
2023-04-1115:05:30,3.47,218.91,16.95,1.71,22.97,22.53,0,0,21.79,320.02,0,0,64671340,133277752,1.9,318.85,2165.4,7311.84,78054688,257736752
2023-04-1115:10:30,3.47,215.95,16.93,1.66,26.63,26.23,0,0.02,21.78,319.95,0,0,64671340,133277752,1.83,316.24,2370.3,7940.19,78054872,257737360
2023-04-1115:15:32,3.46,216.87,16.93,1.62,26.11,25.71,0,0.12,21.77,319.92,0,0,64671340,133277752,1.78,317.14,2360.6,7931.59,78055056,257738000
2023-04-1115:20:28,3.47,218.42,16.93,1.62,24.96,24.55,0,0.02,21.75,319.9,0,0,64671340,133277752,1.8,318.51,2285.7,7712.54,78055264,257738672
2023-04-1115:25:29,3.47,218.57,16.94,1.63,24.17,23.76,0,0.1,21.73,319.89,0,0,64671340,133277752,1.82,318.74,2232.5,7538.12,78055440,257739280
2023-04-1115:30:30,3.47,218.21,16.93,1.62,24.89,24.48,0.01,0.14,21.7,319.85,0,0,64671340,133277752,1.8,318.36,2276.6,7678.31,78055632,257739920
2023-04-1115:35:32,3.47,217.32,16.95,1.62,25.17,24.76,0,0.02,21.62,319.84,0,0,64671340,133277752,1.77,317.37,2276.6,7655.38,78055832,257740592
2023-04-1115:40:27,3.47,217.44,16.93,1.58,25.2,24.79,0.01,0.09,21.55,319.75,0,0,64671340,133277752,1.74,317.57,2294.8,7722.27,78056008,257741200
2023-04-1115:45:29,3.46,217.23,16.92,1.57,25.35,24.95,0,0.05,21.52,319.67,0,0,64671340,133277752,1.75,317.37,2304,7748.07,78056192,257741808
2023-04-1115:50:30,3.46,219.49,16.92,1.57,23.6,23.17,0,0.02,21.49,319.6,0,0,64671340,133277752,1.71,319.09,2331.9,7885.48,78056400,257742512
2023-04-1115:55:31,3.46,217.05,16.92,1.6,25.13,24.72,0,0.02,21.4,319.5,0,0,64671340,133277752,1.74,317.59,2267.7,7631.53,78056576,257743120
2023-04-1116:00:27,3.46,218.42,16.92,1.57,24.55,24.12,0,0.03,21.35,319.47,0,0,64671340,133277752,1.74,318.67,2249.9,7597.35,78056760,257743728
2023-04-1116:05:29,3.46,218.57,16.93,1.65,23.12,22.68,0,0.12,21.22,319.38,0,0,64671340,133277752,1.8,318.58,2157.3,7281.47,78056944,257744336
2023-04-1116:10:29,3.46,215.95,16.92,1.6,26.97,26.59,0,0,21.17,319.32,0,0,64671340,133277752,1.76,316.2,2390,8007.28,78057128,257744976
2023-04-1116:15:31,3.47,218.09,16.93,1.67,21.85,21.4,0,0.05,21.14,319.28,0,0,64671340,133277752,1.83,318.27,2064.4,6960.37,78057296,257745552
2023-04-1116:20:32,3.46,216.87,16.91,1.56,27.07,26.68,0,0,21.09,319.22,0,0,64671340,133277752,1.7,317.03,2410,8096.97,78057504,257746224
2023-04-1116:25:28,3.46,216.87,16.91,1.53,27.25,26.86,0,0,21.04,319.13,0,0,64671340,133277752,1.66,316.9,2430.3,8163.08,78057688,257746864
2023-04-1116:30:29,3.46,216.47,16.91,1.52,27.41,27,0,0,20.94,319.07,0,0,64671340,133277752,1.66,316.63,2440.6,8190.58,78057904,257747568
2023-04-1116:35:31,3.46,216.62,16.9,1.51,27.18,26.79,0,0,20.89,319.03,0,0,64671340,133277752,1.64,317.03,2420.1,8132.67,78058112,257748272
2023-04-1116:40:31,3.46,217.2,16.91,1.51,26.99,26.58,0,0.02,20.84,318.96,0,0,64671340,133277752,1.64,317.3,2399.9,8071.75,78058312,257748944
2023-04-1116:45:28,3.46,218.21,16.92,1.54,24.52,24.1,0,0,20.79,318.9,0,0,64671340,133277752,1.69,318.45,2232.5,7535.2,78058488,257749552
2023-04-1116:50:29,3.46,218.88,16.93,1.55,23.23,22.8,0,0.14,20.72,318.85,0,0,64671340,133277752,1.72,319.2,2149.2,7270.31,78058680,257750192
2023-04-1116:55:30,3.46,217.93,16.92,1.61,23.28,22.83,0,0.16,20.66,318.76,0,0,64671340,133277752,1.77,318.25,2117.6,7140.8,78058864,257750800
2023-04-1117:00:31,3.46,220.74,16.91,1.6,18.52,18.05,0,0,20.62,318.73,0,0,64671340,133277752,1.76,320.64,2157.3,7329.64,78059040,257751408
2023-04-1117:05:32,3.46,216.77,16.92,1.69,23.69,23.27,0,0.02,20.58,318.66,0,0,64671340,133277752,1.82,316.75,2181.8,7320.65,78059192,257751904
2023-04-1117:10:28,3.46,218.3,16.92,1.67,21.14,20.67,0,0.05,20.51,318.61,0,0,64671340,133277752,1.82,318.36,1986.1,6698.4,78059352,257752448
2023-04-1117:15:29,3.45,217.17,16.9,1.57,26.25,25.85,0,0.08,20.44,318.54,0,0,64671340,133277752,1.7,317.12,2370.3,7965.89,78059536,257753088
2023-04-1117:20:31,3.46,218.09,16.94,1.75,17.98,17.48,0,0,20.37,318.46,0,0,64671340,133277752,1.93,318.34,1709.1,5761.42,78059688,257753600
2023-04-1117:25:31,3.46,218.91,16.93,1.79,16.27,15.77,0,0.08,20.3,318.33,0,0,64671340,133277752,1.99,319.51,1645.7,5566.92,78059840,257754112
2023-04-1117:30:28,3.46,218.15,16.92,1.82,17.95,17.45,0,0.02,20.22,318.28,0,0,64671340,133277752,2,318.4,1714.2,5778.2,78059968,257754544
2023-04-1117:35:29,3.46,218.97,16.9,1.8,16.15,15.64,0,0.02,20.15,318.21,0,0,64671340,133277752,1.99,319.37,1622.5,5485.93,78060120,257755056
2023-04-1117:40:30,3.45,217.35,16.9,1.81,19.77,19.29,0,0,20.06,318.16,0,0,64671340,133277752,1.98,317.72,1777.7,5979.96,78060272,257755552
2023-04-1117:45:31,3.44,216.47,16.88,1.7,22.48,22.01,0,0,20.02,318.06,0,0,64671340,133277752,1.84,316.83,1986.1,6665.27,78060432,257756096
2023-04-1117:50:27,3.44,217.96,16.86,1.66,21.38,20.91,0,0.07,19.95,317.97,0,0,64671340,133277752,1.83,318.43,1993,6722.62,78060600,257756672
2023-04-1117:55:29,3.44,218.6,16.84,1.65,22.58,22.15,0,0,19.92,317.91,0,0,64671340,133277752,1.77,318.93,2094.5,7077.48,78060768,257757248
2023-04-1118:00:30,3.43,216.53,16.87,1.62,24.77,24.33,0,0.06,19.82,317.89,0,0,64671340,133277752,1.75,316.84,2241.2,7524.22,78060952,257757856
2023-04-1118:05:31,3.43,217.93,16.83,1.57,24.38,23.96,0,0.08,19.76,317.82,0,0,64671340,133277752,1.7,318.05,2223.9,7495.96,78061136,257758496
2023-04-1118:10:32,3.43,217.44,16.85,1.57,24.13,23.7,0,0,19.7,317.74,0,0,64671340,133277752,1.7,317.78,2190,7375.35,78061320,257759104
2023-04-1118:15:28,3.42,217.44,16.86,1.57,23.75,23.34,0,0,19.62,317.66,0,0,64671340,133277752,1.72,317.67,2157.3,7262.2,78061504,257759712
2023-04-1118:20:30,3.42,217.69,16.84,1.54,24.51,24.06,0,0.02,19.54,317.55,0,0,64671340,133277752,1.68,317.92,2206.8,7435.9,78061688,257760352
2023-04-1118:25:30,3.42,218.45,16.84,1.53,24.17,23.73,0,0,19.45,317.49,0,0,64671340,133277752,1.68,318.65,2198.4,7424.61,78061872,257760960
2023-04-1118:30:32,3.42,217.02,16.84,1.51,24.65,24.23,0,0.05,19.37,317.4,0,0,64671340,133277752,1.64,317.41,2232.5,7511.49,78062048,257761552
2023-04-1118:35:28,3.42,218.24,16.85,1.49,24.17,23.75,0,0.16,19.31,317.34,0,0,64671340,133277752,1.65,318.62,2190,7396.22,78062240,257762208
2023-04-1118:40:29,3.41,218.54,16.85,1.46,25.7,25.29,0,0,19.25,317.24,0,0,64671340,133277752,1.59,318.8,2313.2,7818.47,78062432,257762832
2023-04-1118:45:30,3.42,218.97,16.86,1.47,23.73,23.3,0,0,19.16,317.19,0,0,64671340,133277752,1.62,319.26,2149.2,7274.28,78062624,257763488
2023-04-1118:50:31,3.42,218.09,16.86,1.45,24.78,24.37,0,0.01,19.08,317.08,0,0,64671340,133277752,1.59,318.52,2215.3,7481.66,78062808,257764128
2023-04-1118:55:27,3.43,217.2,16.9,1.57,22.01,21.55,0,0,19.03,317,0,0,64671340,133277752,1.74,317.59,1919.9,6461.34,78062960,257764624
2023-04-1119:00:29,3.43,216.77,16.88,1.51,23.96,23.54,0,0.06,18.92,316.93,0,0,64671340,133277752,1.65,317.08,2165.4,7278.12,78063128,257765200
2023-04-1119:05:30,3.43,218.21,16.88,1.44,25.12,24.71,0,0,18.85,316.82,0,0,64671340,133277752,1.59,318.07,2304,7769.77,78063312,257765808
2023-04-1119:10:31,3.44,220.83,16.9,1.47,19.26,18.78,0,0.08,18.79,316.77,0,0,64671340,133277752,1.62,320.46,1999.9,6794.74,78063480,257766384
2023-04-1119:15:27,3.45,217.54,16.92,1.5,20.59,20.12,0,0.08,18.74,316.7,0,0,64671340,133277752,1.66,318.16,1945.9,6562.43,78063616,257766864
2023-04-1119:20:28,3.46,217.63,16.92,1.45,20.47,19.99,0,0,18.64,316.61,0,0,64671340,133277752,1.61,318.34,1932.8,6523.25,78063776,257767408
2023-04-1119:25:29,3.46,217.23,16.9,1.31,25.55,25.15,0,0,18.59,316.51,0,0,64671340,133277752,1.45,317.72,2304,7765.79,78063984,257768080
2023-04-1119:30:31,3.46,218.51,16.9,1.26,23.85,23.41,0,0.02,18.54,316.48,0,0,64671340,133277752,1.4,318.87,2157.3,7299.07,78064168,257768720
2023-04-1119:35:32,3.46,219.31,16.88,1.23,22.46,22,0,0,18.45,316.43,0,0,64671340,133277752,1.39,319.86,2086.9,7082.98,78064360,257769360
2023-04-1119:40:28,3.46,219.31,16.9,1.2,24.51,24.07,0,0.07,18.39,316.35,0,0,64671340,133277752,1.35,319.4,2322.5,7872.48,78064552,257770000
2023-04-1119:45:29,3.46,217.02,16.9,1.22,24.1,23.67,0,0.02,18.32,316.23,0,0,64671340,133277752,1.37,317.36,2165.4,7292.43,78064720,257770576
2023-04-1119:50:31,3.46,217.81,16.88,1.18,25.24,24.82,0,0,18.27,316.14,0,0,64671340,133277752,1.33,318.18,2294.8,7749.35,78064920,257771248
2023-04-1119:55:31,3.46,219.18,16.88,1.17,24.22,23.81,0,0,18.15,316.09,0,0,64671340,133277752,1.32,319.22,2276.6,7713.34,78065104,257771856
2023-04-1120:00:28,3.47,219.28,16.88,1.23,22.1,21.63,0,0.08,18.1,316.04,0,0,64671340,133277752,1.39,319.77,2071.9,7030.06,78065272,257772432
2023-04-1120:05:29,3.47,219.31,16.88,1.21,21.85,21.4,0,0.11,18.03,315.96,0,0,64671340,133277752,1.37,319.69,2049.8,6954,78065440,257773008
2023-04-1120:10:30,3.47,219.43,16.88,1.23,22.22,21.76,0,0.09,17.95,315.88,0,0,64671340,133277752,1.38,319.71,2094.5,7105.78,78065616,257773616
2023-04-1120:15:31,3.46,217.69,16.88,1.23,23.97,23.54,0,0.05,17.89,315.81,0,0,64671340,133277752,1.35,318.09,2190,7392.8,78065800,257774224
2023-04-1120:20:28,3.46,219.15,16.86,1.17,23.36,22.91,0,0.1,17.84,315.76,0,0,64671340,133277752,1.34,319.53,2157.3,7315.72,78065984,257774832
2023-04-1120:25:29,3.46,220.59,16.87,1.2,18.82,18.35,0,0.05,17.76,315.67,0,0,64671340,133277752,1.35,320.9,2241.2,7632.54,78066160,257775456
2023-04-1120:30:30,3.47,220.68,16.88,1.29,16.79,16.28,0,0,17.68,315.64,0,0,64671340,133277752,1.49,321.28,1719.3,5859.37,78066312,257775952
2023-04-1120:35:31,3.47,219.28,16.9,1.34,17.12,16.61,0,0,17.62,315.61,0,0,64671340,133277752,1.55,319.99,1684.1,5714.89,78066464,257776464
2023-04-1120:40:27,3.47,218.45,16.88,1.35,19.11,18.62,0,0.08,17.57,315.51,0,0,64671340,133277752,1.55,318.85,1745.4,5901.93,78066608,257776976
2023-04-1120:45:29,3.46,219.34,16.88,1.34,19.14,18.64,0,0,17.53,315.46,0,0,64671340,133277752,1.52,319.91,1900.9,6449.81,78066760,257777488
2023-04-1120:50:30,3.46,219.52,16.88,1.34,18.8,18.31,0,0.01,17.46,315.39,0,0,64671340,133277752,1.51,319.84,1864,6323.39,78066912,257777984
2023-04-1120:55:31,3.46,220.19,16.86,1.32,17.08,16.59,0,0,17.43,315.32,0,0,64671340,133277752,1.5,320.84,1894.7,6447.94,78067056,257778496
2023-04-1121:00:27,3.46,220.22,16.88,1.35,17.02,16.54,0,0,17.38,315.25,0,0,64671340,133277752,1.53,320.41,1719.3,5842.42,78067208,257779008
2023-04-1121:05:28,3.46,218.57,16.88,1.37,17.6,17.12,0,0,17.33,315.2,0,0,64671340,133277752,1.56,319.2,1655.1,5602.48,78067360,257779520
2023-04-1121:10:29,3.46,218.42,16.88,1.37,19.5,19.02,0,0.04,17.27,315.15,0,0,64671340,133277752,1.53,318.85,1888.5,6386.28,78067512,257780032
2023-04-1121:15:31,3.46,218.15,16.88,1.35,19.63,19.14,0,0.03,17.24,315.12,0,0,64671340,133277752,1.51,318.8,1900.9,6427.57,78067672,257780576
2023-04-1121:20:26,3.46,218.39,16.87,1.32,19.76,19.27,0,0,17.23,315.12,0,0,64671340,133277752,1.49,318.89,1919.9,6494.15,78067808,257781040
2023-04-1121:25:28,3.46,218.91,16.86,1.29,19.94,19.47,0,0.04,17.2,315.09,0,0,64671340,133277752,1.46,319.37,1945.9,6592.22,78067968,257781584
2023-04-1121:30:29,3.46,219.34,16.86,1.27,19.66,19.2,0,0,17.13,315.07,0,0,64671340,133277752,1.44,319.64,1926.3,6532.43,78068120,257782096
2023-04-1121:35:30,3.46,218.91,16.87,1.27,19.52,19.04,0,0.06,17.1,315.05,0,0,64671340,133277752,1.45,319.58,1894.7,6423.41,78068288,257782672
2023-04-1121:40:31,3.46,219.49,16.86,1.28,19.21,18.74,0,0.19,17.05,315.02,0,0,64671340,133277752,1.44,319.9,1876.2,6367.18,78068440,257783184
2023-04-1121:45:27,3.46,219.46,16.88,1.29,18.44,17.95,0,0,17,314.97,0,0,64671340,133277752,1.46,320.04,1822.7,6188.43,78068576,257783648
2023-04-1121:50:28,3.47,219.31,16.88,1.3,17.55,17.05,0,0,16.99,314.94,0,0,64671340,133277752,1.49,320,1740.1,5906.66,78068728,257784160
2023-04-1121:55:30,3.47,218.85,16.88,1.3,18.71,18.22,0,0.04,16.95,314.87,0,0,64671340,133277752,1.45,319.42,1817,6157.32,78068880,257784672
2023-04-1122:00:31,3.47,218.67,16.87,1.29,18.63,18.15,0,0.01,16.89,314.85,0,0,64671340,133277752,1.46,319.27,1811.3,6134.96,78069032,257785184
2023-04-1122:05:32,3.47,219.58,16.86,1.29,18.45,17.95,0,0.07,16.85,314.82,0,0,64671340,133277752,1.45,319.73,1834.3,6221.98,78069184,257785696
2023-04-1122:10:28,3.47,219.73,16.85,1.28,18.13,17.63,0,0.06,16.83,314.82,0,0,64671340,133277752,1.41,320.15,1811.3,6152.93,78069320,257786160
2023-04-1122:15:29,3.47,219.49,16.85,1.26,18.47,17.98,0,0.1,16.8,314.75,0,0,64671340,133277752,1.41,319.88,1822.7,6186.37,78069472,257786672
2023-04-1122:20:30,3.47,219.52,16.86,1.26,18.25,17.75,0,0.02,16.75,314.7,0,0,64671340,133277752,1.4,320.22,1822.7,6193.29,78069616,257787184
2023-04-1122:25:32,3.47,218.97,16.86,1.23,19.47,18.99,0,0,16.72,314.62,0,0,64671340,133277752,1.38,319.84,1900.9,6451.76,78069768,257787696
2023-04-1122:30:28,3.47,219.67,16.84,1.21,18.91,18.42,0,0.1,16.69,314.58,0,0,64671340,133277752,1.38,320.24,1900.9,6459.73,78069920,257788208
2023-04-1122:35:29,3.47,219.89,16.86,1.23,18.62,18.13,0,0.01,16.66,314.52,0,0,64671340,133277752,1.34,320.28,1876.2,6377.44,78070072,257788720
2023-04-1122:40:30,3.47,219.79,16.84,1.22,18.22,17.75,0,0.18,16.59,314.48,0,0,64671340,133277752,1.35,320.15,1817,6173.53,78070224,257789216
2023-04-1122:45:31,3.46,220.1,16.82,1.23,17.15,16.64,0,0,16.53,314.47,0,0,64671340,133277752,1.39,320.81,1761.4,5996.03,78070360,257789696
2023-04-1122:50:28,3.44,218.51,16.8,1.26,19.21,18.73,0,0,16.49,314.42,0,0,64671340,133277752,1.4,319.15,1870.1,6332.86,78070512,257790208
2023-04-1122:55:29,3.43,218.88,16.78,1.3,19.11,18.65,0,0,16.45,314.37,0,0,64671340,133277752,1.43,319.13,1864,6311.01,78070648,257790688
2023-04-1123:00:30,3.42,219.76,16.76,1.34,18.59,18.12,0,0.02,16.43,314.3,0,0,64671340,133277752,1.49,320.26,1834.3,6231.13,78070808,257791232
2023-04-1123:05:31,3.41,219.49,16.74,1.39,19.04,18.57,0,0,16.39,314.23,0,0,64671340,133277752,1.53,319.99,1870.1,6346.39,78070960,257791728
2023-04-1123:10:32,3.4,218.76,16.74,1.44,19.13,18.65,0,0,16.35,314.2,0,0,64671340,133277752,1.56,319.38,1840.2,6232.66,78071112,257792240
2023-04-1123:15:28,3.39,219.28,16.71,1.47,16.89,16.4,0,0.02,16.3,314.15,0,0,64671340,133277752,1.63,320.35,1641,5573.41,78071248,257792720
2023-04-1123:20:29,3.37,219.89,16.72,1.55,17.03,16.54,0,0,16.27,314.11,0,0,64671340,133277752,1.71,320.53,1674.3,5687.86,78071400,257793232
2023-04-1123:25:31,3.36,218.39,16.72,1.65,17.25,16.76,0,0.01,16.19,314.1,0,0,64671340,133277752,1.8,319.09,1569.4,5305.82,78071536,257793696
2023-04-1123:30:32,3.35,218.12,16.7,1.65,18.34,17.86,0,0.03,16.16,314.05,0,0,64671340,133277752,1.8,318.74,1689.1,5704.29,78071680,257794176
2023-04-1123:35:28,3.34,220.65,16.7,1.68,15.57,15.07,0,0,16.14,314.03,0,0,64671340,133277752,1.83,321.28,1608.9,5476.13,78071824,257794656
2023-04-1123:40:29,3.33,219.95,16.7,1.71,17.68,17.19,0,0.02,16.12,313.98,0,0,64671340,133277752,1.86,320.61,1724.5,5856.19,78071968,257795168
2023-04-1123:45:30,3.33,220.25,16.71,1.71,16.83,16.33,0,0,16.08,313.95,0,0,64671340,133277752,1.86,321.25,1750.7,5957.43,78072128,257795696
2023-04-1123:50:31,3.33,219.95,16.72,1.72,19.21,18.73,0,0.09,15.98,313.9,0,0,64671340,133277752,1.83,320.61,1939.3,6586.28,78072288,257796240
2023-04-1123:55:28,3.33,219.37,16.74,1.71,20.56,20.09,0,0.01,15.95,313.81,0,0,64671340,133277752,1.8,319.97,1952.5,6618.68,78072440,257796752
2023-04-1200:00:29,3.34,218.6,16.76,1.73,19.46,18.98,0,0.02,15.93,313.76,0,0,64671340,133277752,1.83,319.47,1828.5,6188.54,78072592,257797264
2023-04-1200:05:30,3.34,218.21,16.77,1.67,20.37,19.9,0,0,15.86,313.69,0,0,64671340,133277752,1.77,318.95,1907.2,6445.15,78072752,257797792
2023-04-1200:10:31,3.35,218.97,16.78,1.66,19.62,19.13,0,0,15.78,313.64,0,0,64671340,133277752,1.76,319.69,1852,6273.53,78072896,257798304
2023-04-1200:15:27,3.36,218.91,16.81,1.65,19.07,18.59,0,0.16,15.74,313.59,0,0,64671340,133277752,1.75,319.86,1805.6,6120.22,78073040,257798784
2023-04-1200:20:29,3.36,219.52,16.8,1.59,20.39,19.92,0,0.24,15.69,313.51,0,0,64671340,133277752,1.69,319.97,1932.8,6554.58,78073200,257799328
2023-04-1200:25:30,3.37,218.88,16.8,1.57,19.76,19.28,0,0.08,15.64,313.43,0,0,64671340,133277752,1.68,319.2,1870.1,6327.48,78073360,257799872
2023-04-1200:30:31,3.37,219.21,16.83,1.59,19.08,18.6,0,0,15.58,313.41,0,0,64671340,133277752,1.66,319.97,1834.3,6221.74,78073512,257800384
2023-04-1200:35:32,3.38,218.42,16.81,1.54,19.66,19.18,0,0,15.51,313.36,0,0,64671340,133277752,1.64,319.13,1876.2,6347.59,78073664,257800880
2023-04-1200:40:28,3.38,219.46,16.82,1.51,19.27,18.82,0,0.04,15.46,313.29,0,0,64671340,133277752,1.62,320.15,1864,6326.99,78073808,257801392
2023-04-1200:45:29,3.39,219.58,16.82,1.49,18.65,18.17,0,0.02,15.44,313.24,0,0,64671340,133277752,1.61,320.28,1822.7,6189.5,78073960,257801904
2023-04-1200:50:31,3.39,219,16.85,1.51,17.38,16.9,0,0.13,15.38,313.17,0,0,64671340,133277752,1.62,319.6,1724.5,5843.46,78074096,257802384
2023-04-1200:55:32,3.4,219.18,16.82,1.47,18.8,18.32,0,0,15.31,313.11,0,0,64671340,133277752,1.56,319.58,1840.2,6236.21,78074240,257802848
2023-04-1201:00:28,3.4,218.09,16.85,1.45,19.92,19.43,0,0,15.26,313.09,0,0,64671340,133277752,1.53,318.49,1894.7,6399.57,78074384,257803328
2023-04-1201:05:29,3.41,218.42,16.84,1.4,19.49,19.01,0,0,15.2,313.02,0,0,64671340,133277752,1.51,319.05,1882.3,6369.45,78074528,257803840
2023-04-1201:10:30,3.41,219.31,16.86,1.39,18.46,17.98,0,0.06,15.15,313.01,0,0,64671340,133277752,1.47,320.04,1817,6168.6,78074688,257804384
2023-04-1201:15:31,3.42,218.91,16.84,1.35,18.27,17.78,0,0.01,15.1,312.94,0,0,64671340,133277752,1.47,319.22,1783.2,6038.3,78074832,257804848
2023-04-1201:20:28,3.42,218.3,16.86,1.34,18.74,18.25,0,0.09,15.07,312.85,0,0,64671340,133277752,1.44,318.98,1794.3,6072.01,78074968,257805328
